,webrtc-media-0.6.0,adt>adt,warn,   --> src/audio/buffer.rs:130:22
20257,fast_image_resize-2.7.3,int>adt,warn,   --> src/convolution/u8x4/avx2.rs:167:13
20258,fast_image_resize-2.7.3,int>adt,warn,   --> src/convolution/u8x4/avx2.rs:169:13
20259,fast_image_resize-2.7.3,int>adt,warn,   --> src/convolution/u8x4/avx2.rs:298:13
20260,fast_image_resize-2.7.3,int>adt,warn,   --> src/convolution/u8x4/sse4.rs:169:13
20261,fast_image_resize-2.7.3,int>adt,warn,   --> src/convolution/u8x4/sse4.rs:171:13
20262,fast_image_resize-2.7.3,int>adt,warn,   --> src/convolution/u8x4/sse4.rs:173:13
20263,fast_image_resize-2.7.3,int>adt,warn,   --> src/convolution/u8x4/sse4.rs:175:13
20264,fast_image_resize-2.7.3,int>adt,warn,   --> src/convolution/u8x4/sse4.rs:280:13
20265,fast_image_resize-2.7.3,uint>int,warn,  --> src/simd_utils.rs:35:18
20266,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5190:18
20267,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5195:28
20268,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5201:18
20269,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5206:28
20270,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5212:18
20271,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5217:28
20272,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5223:18
20273,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5228:28
20274,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5234:18
20275,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5239:28
20276,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5245:18
20277,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5250:28
20278,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5256:18
20279,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5261:28
20280,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5267:18
20281,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5272:28
20282,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5278:18
20283,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5283:28
20284,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5289:18
20285,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5294:28
20286,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5300:18
20287,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5305:28
20288,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5311:18
20289,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5316:28
20290,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5322:18
20291,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5327:28
20292,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5333:18
20293,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5338:28
20294,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5362:47
20295,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5366:46
20296,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5370:48
20297,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5374:48
20298,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5378:50
20299,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5382:51
20300,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5386:49
20301,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5390:52
20302,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5394:40
20303,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5398:52
20304,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5402:45
20305,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5406:37
20306,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5410:41
20307,libpapi_sys-0.1.7,uint>uint,warn,    --> /home/RuMorph/crates/source/libpapi_sys-0.1.7/bindings/bindings.rs:5414:47
20308,owned_chars-0.3.2,adt>adt,warn,   --> src/lib.rs:64:33
20309,owned_chars-0.3.2,adt>adt,warn,   --> src/lib.rs:64:33
20310,saphir-3.1.1,&param>&param,warn,   --> src/middleware.rs:203:17
20311,saphir-3.1.1,&trait obj>&trait obj,warn,   --> src/middleware.rs:204:17
20312,saphir-3.1.1,&adt>&adt,warn,   --> src/router.rs:242:36
20313,sanakirja-core-1.3.3,&param>&param,no idea,   --> src/btree/cursor.rs:245:37
20314,sanakirja-core-1.3.3,&param>&param,no idea,   --> src/btree/cursor.rs:245:62
20315,sanakirja-core-1.3.3,&param>&param,no idea,   --> src/btree/cursor.rs:292:41
20316,sanakirja-core-1.3.3,&param>&param,no idea,   --> src/btree/cursor.rs:292:66
20317,sanakirja-core-1.3.3,&param>&param,no idea,   --> src/btree/cursor.rs:338:41
20318,sanakirja-core-1.3.3,&param>&param,no idea,   --> src/btree/cursor.rs:338:66
20319,sanakirja-core-1.3.3,&param>&param,no idea,   --> src/btree/del.rs:390:28
20320,sanakirja-core-1.3.3,&param>&param,no idea,   --> src/btree/del.rs:390:53
20321,sanakirja-core-1.3.3,&param>&param,warn,   --> src/btree/page/rebalance.rs:173:26
20322,sanakirja-core-1.3.3,&param>&param,warn,   --> src/btree/page/rebalance.rs:174:26
20323,sanakirja-core-1.3.3,&param>&param,warn,   --> src/btree/page.rs:311:10
20324,sanakirja-core-1.3.3,&param>&param,warn,   --> src/btree/page.rs:311:38
20325,sanakirja-core-1.3.3,&param>&param,no idea,   --> src/btree/page_unsized/rebalance.rs:138:22
20326,sanakirja-core-1.3.3,&param>&param,no idea,   --> src/btree/page_unsized/rebalance.rs:139:22
20327,sanakirja-core-1.3.3,&param>&param,no idea,   --> src/btree/page_unsized/rebalance.rs:312:22
20328,sanakirja-core-1.3.3,&param>&param,no idea,   --> src/btree/page_unsized/rebalance.rs:313:22
20329,sanakirja-core-1.3.3,&param>&param,no idea,   --> src/btree/mod.rs:340:41
20330,sanakirja-core-1.3.3,&param>&param,no idea,   --> src/btree/mod.rs:340:66
20331,sanakirja-core-1.3.3,&param>&param,no idea,   --> src/btree/mod.rs:389:41
20332,sanakirja-core-1.3.3,&param>&param,no idea,   --> src/btree/mod.rs:389:66
20333,bam-0.1.4,uint>int,warn,  --> src/record/tags.rs:64:28
20334,bam-0.1.4,int>uint,warn,   --> src/record/tags.rs:342:23
20335,termwiz-0.20.0,uint>adt,warn,   --> src/cell.rs:146:22
20336,termwiz-0.20.0,uint>adt,warn,   --> src/cell.rs:146:22
20337,termwiz-0.20.0,uint>adt,warn,   --> src/cell.rs:146:22
20338,termwiz-0.20.0,uint>adt,warn,   --> src/cell.rs:146:22
20339,termwiz-0.20.0,uint>adt,warn,   --> src/cell.rs:146:22
20340,persia-speedy-0.9.0,float>uint,warn,  --> src/writer.rs:75:35
20341,persia-speedy-0.9.0,float>uint,warn,  --> src/writer.rs:81:35
20342,generic-async-http-client-0.3.0,&adt>&adt,warn,  --> src/header.rs:82:18
20343,generic-async-http-client-0.3.0,&adt>&adt,warn,   --> src/header.rs:198:18
20344,cryptovec-0.6.1,uint>[uint],warn,   --> src/lib.rs:306:35
20345,scoped_threadpool-0.1.9,adt>adt,warn,   --> src/lib.rs:211:13
20346,format_xml-0.3.0,&mut param>&mut adt,no idea,   --> src/escape.rs:100:12
20347,format_xml-0.3.0,&mut param>&mut adt,no idea,   --> src/escape.rs:173:12
20348,format_xml-0.3.0,&mut param>&mut adt,no idea,   --> src/escape.rs:229:12
20349,format_xml-0.3.0,&mut param>&mut adt,no idea,   --> src/escape.rs:266:12
20350,quad-alsa-sys-0.3.2,uint>uint,warn,    --> src/generated.rs:1147:18
20351,quad-alsa-sys-0.3.2,uint>uint,warn,    --> src/generated.rs:1152:28
20352,quad-alsa-sys-0.3.2,uint>uint,warn,    --> src/generated.rs:1158:18
20353,quad-alsa-sys-0.3.2,uint>uint,warn,    --> src/generated.rs:1163:28
20354,quad-alsa-sys-0.3.2,uint>uint,warn,    --> src/generated.rs:1175:48
20355,quad-alsa-sys-0.3.2,uint>uint,warn,    --> src/generated.rs:1179:46
20356,quad-alsa-sys-0.3.2,uint>uint,warn,    --> src/generated.rs:1195:18
20357,quad-alsa-sys-0.3.2,uint>uint,warn,    --> src/generated.rs:1200:28
20358,quad-alsa-sys-0.3.2,uint>uint,warn,    --> src/generated.rs:1206:18
20359,quad-alsa-sys-0.3.2,uint>uint,warn,    --> src/generated.rs:1211:28
20360,quad-alsa-sys-0.3.2,uint>uint,warn,    --> src/generated.rs:1217:18
20361,quad-alsa-sys-0.3.2,uint>uint,warn,    --> src/generated.rs:1222:28
20362,quad-alsa-sys-0.3.2,uint>uint,warn,    --> src/generated.rs:1235:39
20363,quad-alsa-sys-0.3.2,uint>uint,warn,    --> src/generated.rs:1239:45
20364,quad-alsa-sys-0.3.2,uint>uint,warn,    --> src/generated.rs:1243:49
20365,tetsy-scale-codec-2.0.1,&&[param]>&&[uint],warn,   --> src/codec.rs:601:25
20366,tetsy-scale-codec-2.0.1,&&[param]>&&[uint],warn,   --> src/codec.rs:607:25
20367,tetsy-scale-codec-2.0.1,&&[param]>&&[uint],warn,   --> src/codec.rs:612:26
20368,tetsy-scale-codec-2.0.1,&&[param]>&&[int],warn,   --> src/codec.rs:612:26
20369,tetsy-scale-codec-2.0.1,adt>adt,warn,   --> src/codec.rs:662:17
20370,tetsy-scale-codec-2.0.1,tuple>tuple,warn,   --> src/codec.rs:962:7
20371,dbs-arch-0.2.3,[uint]>[uint],warn,  --> src/x86_64/cpuid/common.rs:48:18
20372,sp-externalities-0.18.0,&mut trait obj>&mut trait obj,warn,  --> src/scope_limited.rs:22:1
20373,sp-externalities-0.18.0,&mut trait obj>&mut trait obj,warn,  --> src/scope_limited.rs:22:1
20374,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_3_7.rs:517:18
20375,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_3_7.rs:522:28
20376,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_3_7.rs:528:18
20377,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_3_7.rs:533:28
20378,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_3_7.rs:539:18
20379,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_3_7.rs:544:28
20380,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_3_7.rs:550:18
20381,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_3_7.rs:555:28
20382,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_3_7.rs:561:18
20383,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_3_7.rs:566:28
20384,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_3_7.rs:581:42
20385,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_3_7.rs:585:38
20386,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_3_7.rs:589:41
20387,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_3_7.rs:593:39
20388,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_3_7.rs:597:39
20389,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_5_5.rs:531:18
20390,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_5_5.rs:536:28
20391,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_5_5.rs:542:18
20392,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_5_5.rs:547:28
20393,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_5_5.rs:553:18
20394,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_5_5.rs:558:28
20395,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_5_5.rs:564:18
20396,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_5_5.rs:569:28
20397,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_5_5.rs:575:18
20398,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_5_5.rs:580:28
20399,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_5_5.rs:595:42
20400,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_5_5.rs:599:38
20401,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_5_5.rs:603:41
20402,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_5_5.rs:607:39
20403,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_5_5.rs:611:39
20404,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_6_6.rs:531:18
20405,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_6_6.rs:536:28
20406,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_6_6.rs:542:18
20407,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_6_6.rs:547:28
20408,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_6_6.rs:553:18
20409,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_6_6.rs:558:28
20410,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_6_6.rs:564:18
20411,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_6_6.rs:569:28
20412,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_6_6.rs:575:18
20413,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_6_6.rs:580:28
20414,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_6_6.rs:595:42
20415,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_6_6.rs:599:38
20416,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_6_6.rs:603:41
20417,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_6_6.rs:607:39
20418,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_6_6.rs:611:39
20419,py-spy-0.3.14,&adt>*const param,warn,   --> src/python_bindings/v3_7_0.rs:102:9
20420,py-spy-0.3.14,&mut adt>*mut param,warn,   --> src/python_bindings/v3_7_0.rs:106:9
20421,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_7_0.rs:569:18
20422,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_7_0.rs:574:28
20423,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_7_0.rs:580:18
20424,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_7_0.rs:585:28
20425,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_7_0.rs:591:18
20426,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_7_0.rs:596:28
20427,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_7_0.rs:602:18
20428,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_7_0.rs:607:28
20429,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_7_0.rs:613:18
20430,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_7_0.rs:618:28
20431,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_7_0.rs:633:42
20432,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_7_0.rs:637:38
20433,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_7_0.rs:641:41
20434,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_7_0.rs:645:39
20435,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_7_0.rs:649:39
20436,py-spy-0.3.14,&adt>*const param,warn,   --> src/python_bindings/v3_8_0.rs:102:9
20437,py-spy-0.3.14,&mut adt>*mut param,warn,   --> src/python_bindings/v3_8_0.rs:106:9
20438,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_8_0.rs:578:18
20439,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_8_0.rs:583:28
20440,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_8_0.rs:589:18
20441,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_8_0.rs:594:28
20442,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_8_0.rs:600:18
20443,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_8_0.rs:605:28
20444,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_8_0.rs:611:18
20445,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_8_0.rs:616:28
20446,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_8_0.rs:622:18
20447,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_8_0.rs:627:28
20448,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_8_0.rs:642:42
20449,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_8_0.rs:646:38
20450,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_8_0.rs:650:41
20451,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_8_0.rs:654:39
20452,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_8_0.rs:658:39
20453,py-spy-0.3.14,&adt>*const param,warn,   --> src/python_bindings/v3_9_5.rs:105:9
20454,py-spy-0.3.14,&mut adt>*mut param,warn,   --> src/python_bindings/v3_9_5.rs:109:9
20455,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_9_5.rs:615:18
20456,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_9_5.rs:620:28
20457,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_9_5.rs:626:18
20458,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_9_5.rs:631:28
20459,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_9_5.rs:637:18
20460,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_9_5.rs:642:28
20461,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_9_5.rs:648:18
20462,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_9_5.rs:653:28
20463,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_9_5.rs:659:18
20464,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_9_5.rs:664:28
20465,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_9_5.rs:679:42
20466,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_9_5.rs:683:38
20467,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_9_5.rs:687:41
20468,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_9_5.rs:691:39
20469,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_9_5.rs:695:39
20470,py-spy-0.3.14,&adt>*const param,warn,   --> src/python_bindings/v3_10_0.rs:105:9
20471,py-spy-0.3.14,&mut adt>*mut param,warn,   --> src/python_bindings/v3_10_0.rs:109:9
20472,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_10_0.rs:627:18
20473,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_10_0.rs:632:28
20474,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_10_0.rs:638:18
20475,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_10_0.rs:643:28
20476,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_10_0.rs:649:18
20477,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_10_0.rs:654:28
20478,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_10_0.rs:660:18
20479,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_10_0.rs:665:28
20480,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_10_0.rs:671:18
20481,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_10_0.rs:676:28
20482,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_10_0.rs:691:42
20483,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_10_0.rs:695:38
20484,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_10_0.rs:699:41
20485,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_10_0.rs:703:39
20486,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_10_0.rs:707:39
20487,py-spy-0.3.14,&adt>*const param,warn,   --> src/python_bindings/v3_11_0.rs:105:9
20488,py-spy-0.3.14,&mut adt>*mut param,warn,   --> src/python_bindings/v3_11_0.rs:109:9
20489,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_11_0.rs:668:18
20490,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_11_0.rs:673:28
20491,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_11_0.rs:679:18
20492,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_11_0.rs:684:28
20493,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_11_0.rs:690:18
20494,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_11_0.rs:695:28
20495,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_11_0.rs:701:18
20496,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_11_0.rs:706:28
20497,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_11_0.rs:712:18
20498,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_11_0.rs:717:28
20499,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_11_0.rs:732:42
20500,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_11_0.rs:736:38
20501,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_11_0.rs:740:41
20502,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_11_0.rs:744:39
20503,py-spy-0.3.14,uint>uint,warn,   --> src/python_bindings/v3_11_0.rs:748:39
20504,py-spy-0.3.14,uint>int,warn,   --> src/python_interpreters.rs:412:36
20505,rsdb-0.12.1,[uint]>uint,safe,   --> src/log/lss.rs:117:35
20506,rsdb-0.12.1,uint>[uint],warn,   --> src/log/iobuf.rs:497:40
20507,rsdb-0.12.1,[uint]>uint,safe,   --> src/log/mod.rs:143:31
20508,rsdb-0.12.1,uint>[uint],warn,   --> src/page/page_cache.rs:640:39
20509,rsdb-0.12.1,[uint]>uint,safe,   --> src/page/page_cache.rs:699:42
20510,hiredis-0.3.1,&&[int]>&adt,warn,   --> src/lib.rs:56:28
20511,hiredis-0.3.1,&&[int]>&&[uint],warn,   --> src/lib.rs:67:28
20512,hiredis-0.3.1,&&[int]>&adt,warn,   --> src/lib.rs:56:28
20513,brotli-3.3.4,*mut adt>*mut adt,warn,  --> src/ffi/compressor.rs:96:38
20514,brotli-3.3.4,*mut adt>*mut adt,warn,   --> src/ffi/compressor.rs:129:17
20515,brotli-3.3.4,*mut adt>*mut uint,warn,   --> src/ffi/compressor.rs:330:16
20516,brotli-3.3.4,*mut uint>*mut adt,warn,   --> src/ffi/compressor.rs:339:55
20517,brotli-3.3.4,*mut adt>*mut uint,warn,   --> src/ffi/compressor.rs:348:16
20518,brotli-3.3.4,*mut uint>*mut adt,warn,   --> src/ffi/compressor.rs:357:55
20519,brotli-3.3.4,*mut adt>*mut adt,warn,   --> src/ffi/multicompress/mod.rs:233:34
20520,brotli-3.3.4,*mut adt>*mut adt,warn,   --> src/ffi/multicompress/mod.rs:267:17
20521,uncased-0.9.9,&str>&adt,warn,  --> src/borrowed.rs:64:18
20522,kv-0.24.0,uint>[uint],warn,  --> src/key.rs:59:26
20523,kv-0.24.0,[uint]>uint,safe,  --> src/key.rs:99:32
20524,polling-2.8.0,[uint]>adt,safe,   --> src/epoll.rs:285:14
20525,hexyl-0.13.0,&[uint]>&[uint],warn,  --> src/bin/hexyl.rs:83:23
20526,smol_str-0.2.0,uint>adt,warn,  --> src/lib.rs:59:27
20527,smol_str-0.2.0,uint>adt,warn,  --> src/lib.rs:76:27
20528,smol_str-0.2.0,uint>adt,warn,   --> src/lib.rs:138:27
20529,smol_str-0.2.0,uint>adt,warn,   --> src/lib.rs:272:23
20530,smol_str-0.2.0,uint>adt,warn,   --> src/lib.rs:436:35
20531,ladspa-0.3.4,adt>*mut adt,warn,   --> src/ffi.rs:108:23
